"","REF_DATE","City","Province","VALUE","covid"
"1086",2021-03-01,"Saskatoon","SK",119.7,"COVID"
"1087",2021-04-01,"Saskatoon","SK",126.5,"COVID"
"1088",2021-05-01,"Saskatoon","SK",125.3,"COVID"
"1089",2021-06-01,"Saskatoon","SK",126.5,"COVID"
"1090",2021-07-01,"Saskatoon","SK",131.3,"COVID"
"1091",2021-08-01,"Saskatoon","SK",131.3,"COVID"
"1092",2021-09-01,"Saskatoon","SK",131.7,"COVID"
"1093",2021-10-01,"Saskatoon","SK",141.3,"COVID"
"1094",2021-11-01,"Saskatoon","SK",143,"COVID"
"1095",2021-12-01,"Saskatoon","SK",129.7,"COVID"
"1096",2022-01-01,"Saskatoon","SK",135.7,"COVID"
"1097",2022-02-01,"Saskatoon","SK",145.7,"COVID"
"1098",2022-03-01,"Saskatoon","SK",168.2,"COVID"
"1099",2022-04-01,"Saskatoon","SK",167.2,"COVID"
"1100",2022-05-01,"Saskatoon","SK",181.5,"COVID"
"1101",2022-06-01,"Saskatoon","SK",202.9,"COVID"
"1102",2022-07-01,"Saskatoon","SK",186.5,"COVID"
"1103",2022-08-01,"Saskatoon","SK",153.8,"Post-COVID"
"1104",2022-09-01,"Saskatoon","SK",155,"Post-COVID"
"1105",2022-10-01,"Saskatoon","SK",177.3,"Post-COVID"
"1106",2022-11-01,"Saskatoon","SK",157.1,"Post-COVID"
"1107",2022-12-01,"Saskatoon","SK",140,"Post-COVID"
"1108",2023-01-01,"Saskatoon","SK",147.6,"Post-COVID"
"1109",2023-02-01,"Saskatoon","SK",146.4,"Post-COVID"
"1110",2023-03-01,"Saskatoon","SK",152.7,"Post-COVID"
"1111",2023-04-01,"Saskatoon","SK",158.8,"Post-COVID"
"1112",2023-05-01,"Saskatoon","SK",156,"Post-COVID"
"1113",2023-06-01,"Saskatoon","SK",156.3,"Post-COVID"
"1114",2023-07-01,"Saskatoon","SK",153.5,"Post-COVID"
"1115",2023-08-01,"Saskatoon","SK",157.6,"Post-COVID"
"1116",2023-09-01,"Saskatoon","SK",155.8,"Post-COVID"
"1117",2023-10-01,"Saskatoon","SK",151.1,"Post-COVID"
"1118",2023-11-01,"Saskatoon","SK",142.6,"Post-COVID"
"1119",2023-12-01,"Saskatoon","SK",132.1,"Post-COVID"
"1120",2024-01-01,"Saskatoon","SK",130,"Post-COVID"
"1121",2024-02-01,"Saskatoon","SK",139.3,"Post-COVID"
"1122",2024-03-01,"Saskatoon","SK",151.1,"Post-COVID"
"1123",2024-04-01,"Saskatoon","SK",156.9,"Post-COVID"
"1124",2024-05-01,"Saskatoon","SK",151.8,"Post-COVID"
"1125",2024-06-01,"Saskatoon","SK",151.2,"Post-COVID"
"1126",2024-07-01,"Saskatoon","SK",160.5,"Post-COVID"
"1127",2024-08-01,"Saskatoon","SK",164.5,"Post-COVID"
"1128",2024-09-01,"Saskatoon","SK",149.6,"Post-COVID"
"1129",2024-10-01,"Saskatoon","SK",145.8,"Post-COVID"
"1130",2024-11-01,"Saskatoon","SK",143.8,"Post-COVID"
"1131",2024-12-01,"Saskatoon","SK",144.2,"Post-COVID"
"1132",2017-10-01,"Edmonton","AB",98.5,"Pre-COVID"
"1133",2017-11-01,"Edmonton","AB",110.7,"Pre-COVID"
"1134",2017-12-01,"Edmonton","AB",102.8,"Pre-COVID"
"1135",2018-01-01,"Edmonton","AB",107.5,"Pre-COVID"
"1136",2018-02-01,"Edmonton","AB",104,"Pre-COVID"
"1137",2018-03-01,"Edmonton","AB",111.3,"Pre-COVID"
"1138",2018-04-01,"Edmonton","AB",122.5,"Pre-COVID"
"1139",2018-05-01,"Edmonton","AB",127.5,"Pre-COVID"
"1140",2018-06-01,"Edmonton","AB",124.4,"Pre-COVID"
"1141",2018-07-01,"Edmonton","AB",131,"Pre-COVID"
"1142",2018-08-01,"Edmonton","AB",126.2,"Pre-COVID"
"1143",2018-09-01,"Edmonton","AB",126.6,"Pre-COVID"
"1144",2018-10-01,"Edmonton","AB",119.8,"Pre-COVID"
"1145",2018-11-01,"Edmonton","AB",105.7,"Pre-COVID"
"1146",2018-12-01,"Edmonton","AB",95,"Pre-COVID"
"1147",2019-01-01,"Edmonton","AB",91.8,"Pre-COVID"
"1148",2019-02-01,"Edmonton","AB",99.2,"Pre-COVID"
"1149",2019-03-01,"Edmonton","AB",110.2,"Pre-COVID"
"1150",2019-04-01,"Edmonton","AB",118.9,"Pre-COVID"
"1151",2019-05-01,"Edmonton","AB",117.8,"Pre-COVID"
"1152",2019-06-01,"Edmonton","AB",100.4,"Pre-COVID"
"1153",2019-07-01,"Edmonton","AB",105.4,"Pre-COVID"
"1154",2019-08-01,"Edmonton","AB",99.9,"Pre-COVID"
"1155",2019-09-01,"Edmonton","AB",99.3,"Pre-COVID"
"1156",2019-10-01,"Edmonton","AB",98.2,"Pre-COVID"
"1157",2019-11-01,"Edmonton","AB",95.1,"Pre-COVID"
"1158",2019-12-01,"Edmonton","AB",96.2,"Pre-COVID"
"1159",2020-01-01,"Edmonton","AB",98.8,"Pre-COVID"
"1160",2020-02-01,"Edmonton","AB",96.4,"Pre-COVID"
"1161",2020-03-01,"Edmonton","AB",77,"COVID"
"1162",2020-04-01,"Edmonton","AB",62.4,"COVID"
"1163",2020-05-01,"Edmonton","AB",83.3,"COVID"
"1164",2020-06-01,"Edmonton","AB",92,"COVID"
"1165",2020-07-01,"Edmonton","AB",95,"COVID"
"1166",2020-08-01,"Edmonton","AB",92.2,"COVID"
"1167",2020-09-01,"Edmonton","AB",98.8,"COVID"
"1168",2020-10-01,"Edmonton","AB",92,"COVID"
"1169",2020-11-01,"Edmonton","AB",90.2,"COVID"
"1170",2020-12-01,"Edmonton","AB",94.7,"COVID"
"1171",2021-01-01,"Edmonton","AB",100.9,"COVID"
"1172",2021-02-01,"Edmonton","AB",109,"COVID"
"1173",2021-03-01,"Edmonton","AB",114.5,"COVID"
"1174",2021-04-01,"Edmonton","AB",119.9,"COVID"
"1175",2021-05-01,"Edmonton","AB",123.4,"COVID"
"1176",2021-06-01,"Edmonton","AB",125.6,"COVID"
"1177",2021-07-01,"Edmonton","AB",133,"COVID"
"1178",2021-08-01,"Edmonton","AB",132.3,"COVID"
"1179",2021-09-01,"Edmonton","AB",129.5,"COVID"
"1180",2021-10-01,"Edmonton","AB",138.3,"COVID"
"1181",2021-11-01,"Edmonton","AB",136,"COVID"
"1182",2021-12-01,"Edmonton","AB",130.6,"COVID"
"1183",2022-01-01,"Edmonton","AB",133.7,"COVID"
"1184",2022-02-01,"Edmonton","AB",142.2,"COVID"
"1185",2022-03-01,"Edmonton","AB",161.7,"COVID"
"1186",2022-04-01,"Edmonton","AB",150.5,"COVID"
"1187",2022-05-01,"Edmonton","AB",163.3,"COVID"
"1188",2022-06-01,"Edmonton","AB",186,"COVID"
"1189",2022-07-01,"Edmonton","AB",179.1,"COVID"
"1190",2022-08-01,"Edmonton","AB",147.3,"Post-COVID"
"1191",2022-09-01,"Edmonton","AB",136.8,"Post-COVID"
"1192",2022-10-01,"Edmonton","AB",163.4,"Post-COVID"
"1193",2022-11-01,"Edmonton","AB",148.1,"Post-COVID"
"1194",2022-12-01,"Edmonton","AB",126.2,"Post-COVID"
"1195",2023-01-01,"Edmonton","AB",127.4,"Post-COVID"
"1196",2023-02-01,"Edmonton","AB",123,"Post-COVID"
"1197",2023-03-01,"Edmonton","AB",129,"Post-COVID"
"1198",2023-04-01,"Edmonton","AB",140.4,"Post-COVID"
"1199",2023-05-01,"Edmonton","AB",138.1,"Post-COVID"
"1200",2023-06-01,"Edmonton","AB",139.4,"Post-COVID"
"1201",2023-07-01,"Edmonton","AB",136.7,"Post-COVID"
"1202",2023-08-01,"Edmonton","AB",142.5,"Post-COVID"
"1203",2023-09-01,"Edmonton","AB",141.8,"Post-COVID"
"1204",2023-10-01,"Edmonton","AB",138.7,"Post-COVID"
"1205",2023-11-01,"Edmonton","AB",132.9,"Post-COVID"
"1206",2023-12-01,"Edmonton","AB",122.2,"Post-COVID"
"1207",2024-01-01,"Edmonton","AB",120.5,"Post-COVID"
"1208",2024-02-01,"Edmonton","AB",129.9,"Post-COVID"
"1209",2024-03-01,"Edmonton","AB",141.8,"Post-COVID"
"1210",2024-04-01,"Edmonton","AB",154.6,"Post-COVID"
"1211",2024-05-01,"Edmonton","AB",151.1,"Post-COVID"
"1212",2024-06-01,"Edmonton","AB",149.5,"Post-COVID"
"1213",2024-07-01,"Edmonton","AB",154.6,"Post-COVID"
"1214",2024-08-01,"Edmonton","AB",152.5,"Post-COVID"
"1215",2024-09-01,"Edmonton","AB",137.7,"Post-COVID"
"1216",2024-10-01,"Edmonton","AB",141.3,"Post-COVID"
"1217",2024-11-01,"Edmonton","AB",138.2,"Post-COVID"
"1218",2024-12-01,"Edmonton","AB",135.8,"Post-COVID"
"1219",2017-10-01,"Calgary","AB",101.8,"Pre-COVID"
"1220",2017-11-01,"Calgary","AB",113.9,"Pre-COVID"
"1221",2017-12-01,"Calgary","AB",106.7,"Pre-COVID"
"1222",2018-01-01,"Calgary","AB",112.1,"Pre-COVID"
"1223",2018-02-01,"Calgary","AB",110.6,"Pre-COVID"
"1224",2018-03-01,"Calgary","AB",115.3,"Pre-COVID"
"1225",2018-04-01,"Calgary","AB",125.2,"Pre-COVID"
"1226",2018-05-01,"Calgary","AB",129.6,"Pre-COVID"
"1227",2018-06-01,"Calgary","AB",127.1,"Pre-COVID"
"1228",2018-07-01,"Calgary","AB",131.4,"Pre-COVID"
"1229",2018-08-01,"Calgary","AB",129.7,"Pre-COVID"
"1230",2018-09-01,"Calgary","AB",129.9,"Pre-COVID"
"1231",2018-10-01,"Calgary","AB",121.4,"Pre-COVID"
"1232",2018-11-01,"Calgary","AB",108.3,"Pre-COVID"
"1233",2018-12-01,"Calgary","AB",97.1,"Pre-COVID"
"1234",2019-01-01,"Calgary","AB",95.2,"Pre-COVID"
"1235",2019-02-01,"Calgary","AB",102,"Pre-COVID"
"1236",2019-03-01,"Calgary","AB",113.6,"Pre-COVID"
"1237",2019-04-01,"Calgary","AB",122.5,"Pre-COVID"
"1238",2019-05-01,"Calgary","AB",120.7,"Pre-COVID"
"1239",2019-06-01,"Calgary","AB",103.6,"Pre-COVID"
"1240",2019-07-01,"Calgary","AB",108.4,"Pre-COVID"
"1241",2019-08-01,"Calgary","AB",102.2,"Pre-COVID"
"1242",2019-09-01,"Calgary","AB",102.1,"Pre-COVID"
"1243",2019-10-01,"Calgary","AB",100.4,"Pre-COVID"
"1244",2019-11-01,"Calgary","AB",97.9,"Pre-COVID"
"1245",2019-12-01,"Calgary","AB",99,"Pre-COVID"
"1246",2020-01-01,"Calgary","AB",101.6,"Pre-COVID"
"1247",2020-02-01,"Calgary","AB",99,"Pre-COVID"
"1248",2020-03-01,"Calgary","AB",79.2,"COVID"
"1249",2020-04-01,"Calgary","AB",66.2,"COVID"
"1250",2020-05-01,"Calgary","AB",87.2,"COVID"
"1251",2020-06-01,"Calgary","AB",95.1,"COVID"
"1252",2020-07-01,"Calgary","AB",97.4,"COVID"
"1253",2020-08-01,"Calgary","AB",97.5,"COVID"
"1254",2020-09-01,"Calgary","AB",104.9,"COVID"
"1255",2020-10-01,"Calgary","AB",104.5,"COVID"
"1256",2020-11-01,"Calgary","AB",103.7,"COVID"
"1257",2020-12-01,"Calgary","AB",101.9,"COVID"
"1258",2021-01-01,"Calgary","AB",102.8,"COVID"
"1259",2021-02-01,"Calgary","AB",111.3,"COVID"
"1260",2021-03-01,"Calgary","AB",117.3,"COVID"
"1261",2021-04-01,"Calgary","AB",123.6,"COVID"
"1262",2021-05-01,"Calgary","AB",127.3,"COVID"
"1263",2021-06-01,"Calgary","AB",130.3,"COVID"
"1264",2021-07-01,"Calgary","AB",135.6,"COVID"
"1265",2021-08-01,"Calgary","AB",135.2,"COVID"
"1266",2021-09-01,"Calgary","AB",133.1,"COVID"
"1267",2021-10-01,"Calgary","AB",140.8,"COVID"
"1268",2021-11-01,"Calgary","AB",141.9,"COVID"
"1269",2021-12-01,"Calgary","AB",139.5,"COVID"
"1270",2022-01-01,"Calgary","AB",138.9,"COVID"
"1271",2022-02-01,"Calgary","AB",145.4,"COVID"
"1272",2022-03-01,"Calgary","AB",164.7,"COVID"
"1273",2022-04-01,"Calgary","AB",155.5,"COVID"
"1274",2022-05-01,"Calgary","AB",167.4,"COVID"
"1275",2022-06-01,"Calgary","AB",189.5,"COVID"
"1276",2022-07-01,"Calgary","AB",183.1,"COVID"
"1277",2022-08-01,"Calgary","AB",153,"Post-COVID"
"1278",2022-09-01,"Calgary","AB",144.2,"Post-COVID"
"1279",2022-10-01,"Calgary","AB",167.1,"Post-COVID"
"1280",2022-11-01,"Calgary","AB",149.3,"Post-COVID"
"1281",2022-12-01,"Calgary","AB",124.2,"Post-COVID"
"1282",2023-01-01,"Calgary","AB",128.6,"Post-COVID"
"1283",2023-02-01,"Calgary","AB",125.5,"Post-COVID"
"1284",2023-03-01,"Calgary","AB",132.2,"Post-COVID"
"1285",2023-04-01,"Calgary","AB",145.1,"Post-COVID"
"1286",2023-05-01,"Calgary","AB",146,"Post-COVID"
"1287",2023-06-01,"Calgary","AB",144.6,"Post-COVID"
"1288",2023-07-01,"Calgary","AB",141.3,"Post-COVID"
"1289",2023-08-01,"Calgary","AB",146.8,"Post-COVID"
"1290",2023-09-01,"Calgary","AB",143.1,"Post-COVID"
"1291",2023-10-01,"Calgary","AB",137.6,"Post-COVID"
"1292",2023-11-01,"Calgary","AB",130.1,"Post-COVID"
"1293",2023-12-01,"Calgary","AB",120,"Post-COVID"
"1294",2024-01-01,"Calgary","AB",125.6,"Post-COVID"
"1295",2024-02-01,"Calgary","AB",134.5,"Post-COVID"
"1296",2024-03-01,"Calgary","AB",147,"Post-COVID"
"1297",2024-04-01,"Calgary","AB",159.6,"Post-COVID"
"1298",2024-05-01,"Calgary","AB",156,"Post-COVID"
"1299",2024-06-01,"Calgary","AB",153.6,"Post-COVID"
"1300",2024-07-01,"Calgary","AB",158.8,"Post-COVID"
"1301",2024-08-01,"Calgary","AB",155.4,"Post-COVID"
"1302",2024-09-01,"Calgary","AB",142.9,"Post-COVID"
"1303",2024-10-01,"Calgary","AB",146.5,"Post-COVID"
"1304",2024-11-01,"Calgary","AB",142.4,"Post-COVID"
"1305",2024-12-01,"Calgary","AB",140.8,"Post-COVID"
"1306",2017-10-01,"Vancouver","BC",136.9,"Pre-COVID"
"1307",2017-11-01,"Vancouver","BC",141.3,"Pre-COVID"
"1308",2017-12-01,"Vancouver","BC",137.2,"Pre-COVID"
"1309",2018-01-01,"Vancouver","BC",141.7,"Pre-COVID"
"1310",2018-02-01,"Vancouver","BC",144.5,"Pre-COVID"
"1311",2018-03-01,"Vancouver","BC",151.4,"Pre-COVID"
"1312",2018-04-01,"Vancouver","BC",155.1,"Pre-COVID"
"1313",2018-05-01,"Vancouver","BC",159.9,"Pre-COVID"
"1314",2018-06-01,"Vancouver","BC",154.3,"Pre-COVID"
"1315",2018-07-01,"Vancouver","BC",155.7,"Pre-COVID"
"1316",2018-08-01,"Vancouver","BC",150.3,"Pre-COVID"
"1317",2018-09-01,"Vancouver","BC",151.9,"Pre-COVID"
"1318",2018-10-01,"Vancouver","BC",155.2,"Pre-COVID"
"1319",2018-11-01,"Vancouver","BC",141.9,"Pre-COVID"
"1320",2018-12-01,"Vancouver","BC",138.5,"Pre-COVID"
"1321",2019-01-01,"Vancouver","BC",132,"Pre-COVID"
"1322",2019-02-01,"Vancouver","BC",134.4,"Pre-COVID"
"1323",2019-03-01,"Vancouver","BC",149.6,"Pre-COVID"
"1324",2019-04-01,"Vancouver","BC",167.3,"Pre-COVID"
"1325",2019-05-01,"Vancouver","BC",169,"Pre-COVID"
"1326",2019-06-01,"Vancouver","BC",148.4,"Pre-COVID"
"1327",2019-07-01,"Vancouver","BC",151.5,"Pre-COVID"
"1328",2019-08-01,"Vancouver","BC",148.2,"Pre-COVID"
"1329",2019-09-01,"Vancouver","BC",153.6,"Pre-COVID"
"1330",2019-10-01,"Vancouver","BC",158.2,"Pre-COVID"
"1331",2019-11-01,"Vancouver","BC",140.5,"Pre-COVID"
"1332",2019-12-01,"Vancouver","BC",136.5,"Pre-COVID"
"1333",2020-01-01,"Vancouver","BC",139.9,"Pre-COVID"
"1334",2020-02-01,"Vancouver","BC",145.9,"Pre-COVID"
"1335",2020-03-01,"Vancouver","BC",121.4,"COVID"
"1336",2020-04-01,"Vancouver","BC",96.7,"COVID"
"1337",2020-05-01,"Vancouver","BC",113,"COVID"
"1338",2020-06-01,"Vancouver","BC",127.2,"COVID"
"1339",2020-07-01,"Vancouver","BC",131.4,"COVID"
"1340",2020-08-01,"Vancouver","BC",130,"COVID"
"1341",2020-09-01,"Vancouver","BC",125.9,"COVID"
"1342",2020-10-01,"Vancouver","BC",122.3,"COVID"
"1343",2020-11-01,"Vancouver","BC",123.6,"COVID"
"1344",2020-12-01,"Vancouver","BC",126.1,"COVID"
"1345",2021-01-01,"Vancouver","BC",134.6,"COVID"
"1346",2021-02-01,"Vancouver","BC",141.2,"COVID"
"1347",2021-03-01,"Vancouver","BC",149.6,"COVID"
"1348",2021-04-01,"Vancouver","BC",152.2,"COVID"
"1349",2021-05-01,"Vancouver","BC",155.6,"COVID"
"1350",2021-06-01,"Vancouver","BC",161.1,"COVID"
"1351",2021-07-01,"Vancouver","BC",169.1,"COVID"
"1352",2021-08-01,"Vancouver","BC",165.6,"COVID"
"1353",2021-09-01,"Vancouver","BC",156.7,"COVID"
"1354",2021-10-01,"Vancouver","BC",162.4,"COVID"
"1355",2021-11-01,"Vancouver","BC",159.8,"COVID"
"1356",2021-12-01,"Vancouver","BC",157.2,"COVID"
"1357",2022-01-01,"Vancouver","BC",170.5,"COVID"
"1358",2022-02-01,"Vancouver","BC",177.1,"COVID"
"1359",2022-03-01,"Vancouver","BC",198.3,"COVID"
"1360",2022-04-01,"Vancouver","BC",198.5,"COVID"
"1361",2022-05-01,"Vancouver","BC",220.1,"COVID"
"1362",2022-06-01,"Vancouver","BC",225.4,"COVID"
"1363",2022-07-01,"Vancouver","BC",202.4,"COVID"
"1364",2022-08-01,"Vancouver","BC",193.2,"Post-COVID"
"1365",2022-09-01,"Vancouver","BC",205.7,"Post-COVID"
"1366",2022-10-01,"Vancouver","BC",206.9,"Post-COVID"
"1367",2022-11-01,"Vancouver","BC",183.5,"Post-COVID"
"1368",2022-12-01,"Vancouver","BC",164.1,"Post-COVID"
"1369",2023-01-01,"Vancouver","BC",179.3,"Post-COVID"
"1370",2023-02-01,"Vancouver","BC",183.3,"Post-COVID"
"1371",2023-03-01,"Vancouver","BC",183,"Post-COVID"
"1372",2023-04-01,"Vancouver","BC",188.9,"Post-COVID"
"1373",2023-05-01,"Vancouver","BC",187.8,"Post-COVID"
"1374",2023-06-01,"Vancouver","BC",202,"Post-COVID"
"1375",2023-07-01,"Vancouver","BC",197,"Post-COVID"
"1376",2023-08-01,"Vancouver","BC",206.9,"Post-COVID"
"1377",2023-09-01,"Vancouver","BC",203.6,"Post-COVID"
"1378",2023-10-01,"Vancouver","BC",182.3,"Post-COVID"
"1379",2023-11-01,"Vancouver","BC",178.7,"Post-COVID"
"1380",2023-12-01,"Vancouver","BC",171.7,"Post-COVID"
"1381",2024-01-01,"Vancouver","BC",168.8,"Post-COVID"
"1382",2024-02-01,"Vancouver","BC",175.8,"Post-COVID"
"1383",2024-03-01,"Vancouver","BC",196.2,"Post-COVID"
"1384",2024-04-01,"Vancouver","BC",210.2,"Post-COVID"
"1385",2024-05-01,"Vancouver","BC",199.9,"Post-COVID"
"1386",2024-06-01,"Vancouver","BC",184.7,"Post-COVID"
"1387",2024-07-01,"Vancouver","BC",181.9,"Post-COVID"
"1388",2024-08-01,"Vancouver","BC",177.5,"Post-COVID"
"1389",2024-09-01,"Vancouver","BC",174,"Post-COVID"
"1390",2024-10-01,"Vancouver","BC",175.1,"Post-COVID"
"1391",2024-11-01,"Vancouver","BC",174.2,"Post-COVID"
"1392",2024-12-01,"Vancouver","BC",171.1,"Post-COVID"
"1393",2017-10-01,"Victoria","BC",127.3,"Pre-COVID"
"1394",2017-11-01,"Victoria","BC",134.1,"Pre-COVID"
"1395",2017-12-01,"Victoria","BC",128,"Pre-COVID"
"1396",2018-01-01,"Victoria","BC",129.6,"Pre-COVID"
"1397",2018-02-01,"Victoria","BC",134.9,"Pre-COVID"
"1398",2018-03-01,"Victoria","BC",143.2,"Pre-COVID"
"1399",2018-04-01,"Victoria","BC",147.2,"Pre-COVID"
"1400",2018-05-01,"Victoria","BC",153.9,"Pre-COVID"
"1401",2018-06-01,"Victoria","BC",150.1,"Pre-COVID"
"1402",2018-07-01,"Victoria","BC",150,"Pre-COVID"
"1403",2018-08-01,"Victoria","BC",144.5,"Pre-COVID"
"1404",2018-09-01,"Victoria","BC",142.7,"Pre-COVID"
"1405",2018-10-01,"Victoria","BC",148.3,"Pre-COVID"
"1406",2018-11-01,"Victoria","BC",137.8,"Pre-COVID"
"1407",2018-12-01,"Victoria","BC",132.5,"Pre-COVID"
"1408",2019-01-01,"Victoria","BC",130.1,"Pre-COVID"
"1409",2019-02-01,"Victoria","BC",126.7,"Pre-COVID"
"1410",2019-03-01,"Victoria","BC",137.6,"Pre-COVID"
"1411",2019-04-01,"Victoria","BC",157.5,"Pre-COVID"
"1412",2019-05-01,"Victoria","BC",161.3,"Pre-COVID"
"1413",2019-06-01,"Victoria","BC",146.5,"Pre-COVID"
"1414",2019-07-01,"Victoria","BC",142.2,"Pre-COVID"
"1415",2019-08-01,"Victoria","BC",136.1,"Pre-COVID"
"1416",2019-09-01,"Victoria","BC",141.9,"Pre-COVID"
"1417",2019-10-01,"Victoria","BC",150.7,"Pre-COVID"
"1418",2019-11-01,"Victoria","BC",138.9,"Pre-COVID"
"1419",2019-12-01,"Victoria","BC",132.4,"Pre-COVID"
"1420",2020-01-01,"Victoria","BC",139.7,"Pre-COVID"
"1421",2020-02-01,"Victoria","BC",143.2,"Pre-COVID"
"1422",2020-03-01,"Victoria","BC",126.3,"COVID"
"1423",2020-04-01,"Victoria","BC",99.4,"COVID"
"1424",2020-05-01,"Victoria","BC",107.9,"COVID"
"1425",2020-06-01,"Victoria","BC",123.2,"COVID"
"1426",2020-07-01,"Victoria","BC",129.8,"COVID"
"1427",2020-08-01,"Victoria","BC",127.9,"COVID"
"1428",2020-09-01,"Victoria","BC",125,"COVID"
"1429",2020-10-01,"Victoria","BC",121.6,"COVID"
"1430",2020-11-01,"Victoria","BC",119.9,"COVID"
"1431",2020-12-01,"Victoria","BC",120.3,"COVID"
"1432",2021-01-01,"Victoria","BC",128,"COVID"
"1433",2021-02-01,"Victoria","BC",137.6,"COVID"
"1434",2021-03-01,"Victoria","BC",148.1,"COVID"
"1435",2021-04-01,"Victoria","BC",148.3,"COVID"
"1436",2021-05-01,"Victoria","BC",154.3,"COVID"
"1437",2021-06-01,"Victoria","BC",155.2,"COVID"
"1438",2021-07-01,"Victoria","BC",167.2,"COVID"
"1439",2021-08-01,"Victoria","BC",163.1,"COVID"
"1440",2021-09-01,"Victoria","BC",156.3,"COVID"
"1441",2021-10-01,"Victoria","BC",160.9,"COVID"
"1442",2021-11-01,"Victoria","BC",158.2,"COVID"
"1443",2021-12-01,"Victoria","BC",152.6,"COVID"
"1444",2022-01-01,"Victoria","BC",164.6,"COVID"
"1445",2022-02-01,"Victoria","BC",170.1,"COVID"
"1446",2022-03-01,"Victoria","BC",196.6,"COVID"
"1447",2022-04-01,"Victoria","BC",194.1,"COVID"
"1448",2022-05-01,"Victoria","BC",217.4,"COVID"
"1449",2022-06-01,"Victoria","BC",225.2,"COVID"
"1450",2022-07-01,"Victoria","BC",203,"COVID"
"1451",2022-08-01,"Victoria","BC",189,"Post-COVID"
"1452",2022-09-01,"Victoria","BC",196.5,"Post-COVID"
"1453",2022-10-01,"Victoria","BC",211.6,"Post-COVID"
"1454",2022-11-01,"Victoria","BC",185.7,"Post-COVID"
"1455",2022-12-01,"Victoria","BC",160.4,"Post-COVID"
"1456",2023-01-01,"Victoria","BC",173.4,"Post-COVID"
"1457",2023-02-01,"Victoria","BC",178.6,"Post-COVID"
"1458",2023-03-01,"Victoria","BC",180.9,"Post-COVID"
"1459",2023-04-01,"Victoria","BC",184.9,"Post-COVID"
"1460",2023-05-01,"Victoria","BC",185,"Post-COVID"
"1461",2023-06-01,"Victoria","BC",197.3,"Post-COVID"
"1462",2023-07-01,"Victoria","BC",195,"Post-COVID"
"1463",2023-08-01,"Victoria","BC",198.7,"Post-COVID"
"1464",2023-09-01,"Victoria","BC",200.9,"Post-COVID"
"1465",2023-10-01,"Victoria","BC",193.8,"Post-COVID"
"1466",2023-11-01,"Victoria","BC",179.6,"Post-COVID"
"1467",2023-12-01,"Victoria","BC",171.4,"Post-COVID"
"1468",2024-01-01,"Victoria","BC",161.1,"Post-COVID"
"1469",2024-02-01,"Victoria","BC",169.6,"Post-COVID"
"1470",2024-03-01,"Victoria","BC",190.4,"Post-COVID"
"1471",2024-04-01,"Victoria","BC",205.6,"Post-COVID"
"1472",2024-05-01,"Victoria","BC",203.5,"Post-COVID"
"1473",2024-06-01,"Victoria","BC",186.5,"Post-COVID"
"1474",2024-07-01,"Victoria","BC",180.3,"Post-COVID"
"1475",2024-08-01,"Victoria","BC",176.3,"Post-COVID"
"1476",2024-09-01,"Victoria","BC",172.5,"Post-COVID"
"1477",2024-10-01,"Victoria","BC",170.5,"Post-COVID"
"1478",2024-11-01,"Victoria","BC",171.7,"Post-COVID"
"1479",2024-12-01,"Victoria","BC",170.4,"Post-COVID"
"1480",2017-10-01,"Whitehorse","YT",113.1,"Pre-COVID"
"1481",2017-11-01,"Whitehorse","YT",127,"Pre-COVID"
"1482",2017-12-01,"Whitehorse","YT",124.5,"Pre-COVID"
"1483",2018-01-01,"Whitehorse","YT",121.4,"Pre-COVID"
"1484",2018-02-01,"Whitehorse","YT",121.4,"Pre-COVID"
"1485",2018-03-01,"Whitehorse","YT",121.4,"Pre-COVID"
"1486",2018-04-01,"Whitehorse","YT",130.9,"Pre-COVID"
"1487",2018-05-01,"Whitehorse","YT",142.4,"Pre-COVID"
"1488",2018-06-01,"Whitehorse","YT",144.9,"Pre-COVID"
"1489",2018-07-01,"Whitehorse","YT",144.9,"Pre-COVID"
"1490",2018-08-01,"Whitehorse","YT",144.9,"Pre-COVID"
"1491",2018-09-01,"Whitehorse","YT",144.1,"Pre-COVID"
"1492",2018-10-01,"Whitehorse","YT",144.7,"Pre-COVID"
"1493",2018-11-01,"Whitehorse","YT",140.4,"Pre-COVID"
"1494",2018-12-01,"Whitehorse","YT",124.9,"Pre-COVID"
"1495",2019-01-01,"Whitehorse","YT",124.9,"Pre-COVID"
"1496",2019-02-01,"Whitehorse","YT",124.9,"Pre-COVID"
"1497",2019-03-01,"Whitehorse","YT",129.8,"Pre-COVID"
"1498",2019-04-01,"Whitehorse","YT",137.9,"Pre-COVID"
"1499",2019-05-01,"Whitehorse","YT",137.7,"Pre-COVID"
"1500",2019-06-01,"Whitehorse","YT",137.7,"Pre-COVID"
"1501",2019-07-01,"Whitehorse","YT",142.4,"Pre-COVID"
"1502",2019-08-01,"Whitehorse","YT",142.9,"Pre-COVID"
"1503",2019-09-01,"Whitehorse","YT",142.8,"Pre-COVID"
"1504",2019-10-01,"Whitehorse","YT",142.9,"Pre-COVID"
"1505",2019-11-01,"Whitehorse","YT",142.9,"Pre-COVID"
"1506",2019-12-01,"Whitehorse","YT",142.7,"Pre-COVID"
"1507",2020-01-01,"Whitehorse","YT",142.9,"Pre-COVID"
"1508",2020-02-01,"Whitehorse","YT",142.5,"Pre-COVID"
"1509",2020-03-01,"Whitehorse","YT",125.5,"COVID"
